0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	5	3	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	14	44	
0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	0	2	17	17	
0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	1	12	
1	0	0	0	0	0	0	0	18	0	3	2	8	11	26	1	11	0	18	14	
1	0	0	4	0	1	0	0	3	3	2	1	1	0	41	1	6	13	7	27	
0	0	1	0	0	2	0	0	0	0	3	0	1	3	2	0	35	10	2	16	
2	6	9	1	1	0	19	1	1	90	2	0	3	10	0	4	7	6	4	11	
3	2	2	46	0	3	0	4	2	0	20	4	9	2170	30	10	24	160	19	4	
3	2	18	3	4	9	6	4	13	6	10	19	385	165	128	930	12	52	14	17	
0	8	0	4	4	19	5	0	1	4	7	12	13	49	9	20	7	19	20	3	
0	2	8	16	8	1	1	1	7	5	4	3	6	45	25	17	17	93	47	22	
0	2	4	3	1	5	1	1	1	3	32	4	24	601	33	105	202	12	24	25	
0	0	0	68	0	10	7	232	5	4	9	5	0	209	10	2	9	2	1	36	
0	4	14	13	1	0	2	3	0	13	17	10	13	1	7	11	4	0	0	2	
0	2	0	5	7	0	2	12	4	3	5	11	20	108	42	0	10	6	1	0	
0	3	2	8	102	4	3	8	66	20	19	30	7	15	3	3	10	13	21	12	
4	3	93	3	14	10	11	17	2	10	6	51	10	13	10	3	1	8	25	38	
0	0	1	4	14	0	1	22	12	0	4	1	6	2	8	4	4	1	6	1	
2	2	3	2	37	86	21	15	0	6	6	9	9	12	22	2	11	16	4	5	
0	0	4	1	13	1	43	12	2	3	22	172	1	0	7	0	4	11	0	6	
0	0	8	2	15	4	4	2	0	1	3	12	97	7	5	4	17	0	2	60	
1	1	0	0	4	0	0	11	1	1	3	0	2	1	0	1	0	0	1	1	
0	0	35	0	0	0	3	0	1	17	3	32	2	0	0	0	3	0	1	0	
1	0	1	2	0	5	0	0	4	0	1	2	2	0	0	0	0	0	2	1	
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	
0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	
0	0	0	0	0	0	0	0	0	0	27	6	3	0	0	0	0	0	0	10	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	1	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	6	
0	0	0	0	0	0	0	0	0	11	7	2	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	2	13	2	0	2	0	3	1	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
