177	light rail;tartar sauce;customer service;pick up;not too;very good;fried okra;stay away;really good;didnt even;first time;pretty good;smoking room;rental car;front desk;car from;another company;hush puppies;onion rings;car rental;
178	sky harbor;free wifi;terminal 4;rental car;food options;through security;us airways;terminal 2;baggage claim;phoenix sky;phoenix sky harbor;customer service;go through;your flight;other airports;connecting flight;security lines;get through;phoenix airport;car rental;
179	us airways;customer service;us air;flight attendants;sky harbor;fly us;connecting flight;fly us airways;first class;flight attendant;airport parking;flight from;never fly;no one;2 hours;american airlines;parking lot;from phoenix;ended up;told us;
18	dr pratt;taco bell;highly recommend;data doctors;stockton dermatology;make sure;drive thru;very friendly;not only;definitely recommend;no one;front desk;hard drive;years ago;follow up;never go;mountainside family;dr mayer;dr b;office staff;
180	pulled pork;prime rib;honey bears;bbq sauce;potato salad;very good;pork sandwich;pulled pork sandwich;really good;mashed potatoes;corn bread;pretty good;first time;next time;go back;pecan pie;beef brisket;came out;come back;happy hour;
181	moved out;no one;three years;office staff;gym equipment;not move;hot tubs;security deposit;told us;crystal springs;your apartment;management team;half eaten cheeseburger;big deal;maintenance takes;years ago;management companies;your security deposit;down hill;several times;
182	dr hartsook;dr h;felt like;office manager;service dog;right right;dr b;west valley;office staff;any other;dr cunningham;pick up;go out;always friendly;last time;right right right;cares about;west valley pediatrics;great care;valley pediatrics;
183	ice cream;customer service;earnhardt hyundai;highly recommend;test drive;not only;new car;santa fe;cold stone;waffle cone;very friendly;exactly what;from earnhardt;sales person;bed bath;next day;car buying;no pressure;no one;felt like;
184	these apartments;about how;away from;very helpful;next day;worried about how;one bedroom;rent prices;over 48;only took;little over 48 hours;48 hours;gave us;worried about how long;about how long;how long;little over 48;service advisor;late night;service advisor chip;
185	waffle house;garage door;front desk;bed bugs;sams club;k b;first time;extremely rude;hash browns;customer service;worst place;parking lot;call k;showed up;great service;didnt even;kids run;continental breakfast;worst hotel;not always;
186	texas roadhouse;very good;first time;home depot;customer service;well done;cinnamon butter;came out;last night;came back;go back;medium rare;taco bell;great food;make sure;every time;pretty good;second time;prime rib;come back;
187	big rig;ten minutes;minutes before;rig burger;ventana palms;flying j;20 minutes;big rig burger;way over;just spent;worth driving;amazing things;dropped trailers;so much;5 minutes;minutes more;drive thru;15 minutes;ten minutes before;chrome shop;
188	waffle house;customer service;hash browns;truck wash;blue beacon;can eat;papa johns;waffle houses;years ago;very nice;good food;all over;clayton glass;came out;pretty good;early afternoon;beacon truck;pecan waffle;give them;late night;
189	customer service;front desk;all over;fried rice;no one;fast food;chinese food;next day;ive ever;mexican food;waffle house;drive thru;funeral home;ended up;non smoking;all night;carls jr;next time;smelled like;motel 6;
19	customer service;highly recommend;first time;go back;very good;waffle house;indian food;very friendly;come back;pad thai;very nice;happy hour;so much;thai basil;next time;pick up;office staff;thai food;chicken tikka;tikka masala;
190	smart final;dr bingham;garden party;so now;pick up;work done;crew member;find out;another dentist;dental work;drive through;whole time;permanent crowns;big rigs;pan pizza;great price;honey siracha;no one;told us;check off;
191	mexican food;very good;carne asada;go back;come back;too much;fried ice cream;fried ice;happy hour;ice cream;really good;first time;bacon wrapped;great mexican;parking lot;shredded beef;mexican restaurant;best mexican food;chili colorado;table side;
192	auto glass;customer service;highly recommend;daves metro;metro auto;daves metro auto;daves metro auto glass;beaver stripes;metro auto glass;street from;highly recommended;years ago;check engine;set up;greenwood memory;chair ties;last minute;friends thank;looks like;brake lights;
193	dive bar;carne asada;bikini lounge;trunk space;pool table;can get;dive bars;cash only;salsa bar;mexican food;juke box;cheap drinks;asadero toro;downtown phoenix;cheap beer;state fair;parking lot;great place;make sure;first time;
194	art museum;go back;phoenix art;first time;phoenix art museum;car wash;very good;happy hour;so much;blue fin;spaghetti factory;customer service;feel like;light rail;come back;los olivos;pretty good;very nice;next time;not sure;
195	welcome diner;mexican food;green chili;enchilada style;fried chicken;so good;green chile;go back;big jim;first time;come back;very good;great food;downtown phoenix;peanut butter;so much;really good;ive ever;customer service;every time;
196	ranch market;mexican food;very good;mexican seafood;carne asada;fish tacos;playa hermosa;go back;first time;so good;can get;highly recommend;parking lot;next time;mariscos playa hermosa;mariscos playa;green sauce;great place;ive ever;gourmet house;
197	mexican food;red devil;rositas place;very good;pep boys;go back;really good;first time;carne asada;come back;mexican restaurant;ive ever;enchilada style;pretty good;so much;refried beans;came out;best mexican;parking lot;customer service;
198	car wash;bad seat;celebrity theater;parking lot;great place;celebrity theatre;every seat;carne asada;make sure;great job;all over;go back;could see;can see;5 stars;box office;away from;not sure;year old;get up;
199	chinese food;cultural center;water boiled;chinese cultural;szechwan palace;fried rice;front desk;chinese cultural center;chinese menu;very good;ranch market;authentic chinese;first time;chinese restaurant;go back;really good;very friendly;boiled fish;pretty good;very nice;
20	cracker barrel;front desk;customer service;reliable glass;dr ito;la fitness;first time;very friendly;very good;highly recommend;great service;cheese steak;go back;fast food;feel like;came out;not too;so much;very nice;make sure;
200	indian food;lunch buffet;chicken tikka;tikka masala;first time;delhi palace;garlic naan;chicken tikka masala;tandoori chicken;chicken curry;indian delhi;indian delhi palace;palak paneer;make sure;courtney village;basmati rice;every time;papago park;indian restaurants;your car;
204	customer service;great job;didnt even;could not;two days;shredded sausage;go back;tasted like;hung up;not going;whole time;old man;food city;taken off;first time;could not believe what;favorite pizza;another doctor;make your;hair salon;
205	egg rolls;chinese food;fried rice;since october;egg roll;star wok;so far;5 stars;so many;ive ever;order from;chicken fried;general tso;tso chicken;pest control;ceiling fan;chicken fried rice;tow company;first time;general tso chicken;
206	customer service;olive garden;happy hour;no one;came out;la fitness;come back;red lobster;go back;desert sky;20 minutes;very good;15 minutes;pick up;front desk;first time;people who;coming back;didnt even;make sure;
207	fried rice;chinese food;orange chicken;customer service;mongolian beef;egg drop;drop soup;egg rolls;sesame chicken;good food;egg drop soup;egg roll;happy food;house fried;good china;ive ever;best chinese;house fried rice;great food;lo mein;
208	separate orders;two separate orders;two separate;mc donalds;speak english;fast food;should not;does not;good food;no matter;customer service;lunch special;lunch specials;hot cakes;away from;16th st location;go back;by far;very long;low cost;
209	rainbow donuts;best donuts;these donuts;thai tea;dunkin donuts;very good;dozen donuts;ice cream;wait time;single donut;iced coffee;temp off;small shop;honeydew boba;central phoenix;stop by;tasted like;went back;so good;donut shop;
210	ice cream;spring rolls;cream sandwiches;ice cream sandwiches;best pho;macaron ice;43rd express;macaron ice cream;first time;egg rolls;fried rice;cream sandwich;ice cream sandwich;vietnamese food;macaroon ice cream;macaron ice cream sandwiches;macaroon ice;really good;family owned;go back;
211	highly recommend;st marys;customer service;garage door;food bank;garage doors;glass company;these guys;m glass;use them;m m glass;m m;not only;recommend them;right away;m glass company;m m glass company;very professional;lodi garage doors;pastrami burrito;
212	ocean floor;customer service;warranty company;strip club;home warranty;front desk;come out;come back;set up;la quinta;very nice;ended up;use them;not only;not sure;no one;go back;feel like;fish store;strip clubs;
213	hamburger works;spring rolls;mexican food;super sicilian;very good;onion rings;original hamburger;really good;original hamburger works;condiment bar;first time;go back;la piata;la pinata;salad bar;pretty good;so much;your own;great food;your burger;
214	mi patio;pad thai;go back;mexican food;very good;wild thaiger;customer service;thai food;first time;so much;really good;come back;pretty good;very friendly;every time;good egg;honey bears;came out;very nice;so good;
215	ice cream;china chili;chinese food;orange chicken;soda fountain;potato salad;go back;very good;coronado cafe;crab cakes;first time;virginia auto;fried rice;chinese restaurant;pretty good;so much;feel like;customer service;really good;best chinese;
216	mexican food;desert song;customer service;very friendly;bavarian motors;authentic mexican;highly recommend;mexican restaurant;go back;carne asada;best mexican;authentic mexican food;so much;years ago;these guys;1 star;favorite mexican;great food;every time;family owned;
217	sun valley;very good;go back;long wongs;these guys;highly recommend;barbs bakery;customer service;valley stereo;sun valley stereo;first time;come back;ive ever;old school;came out;ended up;pretty good;great food;make sure;red velvet;
218	customer service;home depot;oil change;don jose;mexican food;so much;macaroni salad;go back;pick up;come back;these guys;very good;discount tire;years ago;great service;know what;parking lot;very friendly;dive bar;first time;
219	customer service;go back;fast food;so much;very nice;every time;give them;parking lot;know what;first time;no one;very friendly;can get;pick up;ended up;make sure;drive thru;ive ever;10 minutes;5 stars;
220	animal hospital;ingleside animal hospital;ingleside animal;dr bart;could not;mexican food;your pet;dr serbin;next day;office manager;carne asada;customer service;blood work;does not;other vets;dr chiles;so much;recommend them;ended up;very friendly;
221	driving range;pro shop;putting green;golf center;double decker;valley golf center;valley golf;decker range;double decker range;hit some;go out;your swing;double decker range which;friendly staff;real grass;hit off;range which;decker range which;track tee;some balls;
222	fried rice;chinese food;ice cream;customer service;very good;orange chicken;very friendly;egg roll;lo mein;egg rolls;crab puffs;so much;go back;oil change;fast food;not sure;first time;drive thru;lunch specials;sesame chicken;
223	sonic employee;dr oland;feel like;dr ho;front office;estrella womens;dr colwell;your appointment;ive ever;estrella womens health;golf carts;somewhere else;womens health center;womens health;health center;estrella womens health center;office staff;second time;front desk;45 minutes;
224	single time;hot mess;every single;every single time;hash brown;drive thru;drive through service;exaggerating every single;old tv;prices gone;tv set;towels no;ok not;no paper towels no napkins;fast food right cant expect;order wrong;cold fries;forever cold fries filthy restrooms;food right cant expect;boyfriend wanted;
225	pizza patron;why offer;cheap drinks;oil changed;medical doctor;theres nothing;like your;saturday night;gift card;very nice;never applied;like how;pizzapossible imitation cheese;hearty flavorful hot wings;degree night;same old;pretty good;pizza from pizza patron;chorizotopped pizza;place tries;
226	fried rice;chinese food;customer service;good food;egg drop;can eat;drop soup;egg drop soup;genie gs;take out;egg rolls;pretty good;hash browns;great food;very friendly;eat pancakes;sour soup;so much;no windows;can eat pancakes;
227	parking lot;customer service;oil change;dr houser;asian market;lams seafood;lee lee;seafood market;coming back;can get;humane society;end up;fresh fish;somewhere else;first time;pizza hut;no one;dr salmon;lams seafood market;follow up;
228	take out;sesame chicken;fried chicken;fried rice;lo mein;chinese food;orange chicken;very good;egg rolls;behind us;great food;onion rings;may garden;felt like;very nice;old maryvale;group ahead;coming back;customer service;go back;
229	salad bar;really good;malibu chicken;go back;first time;teriyaki chicken;customer service;katsu chicken;rainbow donuts;no one;so much;sweet tomatoes;tokyo express;warner ranch;best pizza;come back;going back;know what;always fresh;11 year old;
230	pan dulce;mexican food;ice cream;5 stars;long wongs;clearance center;by far;definitely worth;first time;pretty good;torta paquime;aguas frescas;looks like;know what;drive thru;some really;ribeye tacos;so far;so many;so good;
231	customer service;indoor soccer;no one;730am 500pm;drive through;single guys;first time;swingers club;parking lot;excited about;use them;hot tub;he said;actual club;sun valley;great selection;heterosexual club;dance floor;jacking off;all just;
232	shooters world;ladies night;customer service;first time;shooting range;ladies day;gun club;very nice;very good;range fees;maps maps;maps maps maps;highly recommend;great place;range time;friday night;good selection;indoor range;know what;maps maps maps maps;
233	da vang;spring rolls;crazy jims;vietnamese food;bbq pork;pita bread;salad bar;go back;pho thanh;first time;very good;egg rolls;so good;customer service;best pho;banh mi;really good;prime rib;great food;pretty good;
234	fry bread;alta vista;customer service;mexican food;go back;very good;first time;fry bread house;bread house;select auto;so much;pretty good;auto body;select auto body;dance floor;very friendly;really good;slippery pig;great place;green chili;
235	rhythm room;customer service;great place;go back;so much;highly recommend;every time;parking lot;sports bar;great service;years ago;central towing;check out;ended up;very friendly;pretty good;feel like;he said;good time;last night;
236	car wash;italian beef;des tartes;coup des;coup des tartes;customer service;very good;go back;indian food;oil change;greek fries;first time;know what;your car;lamb shank;lunch buffet;dr day;every time;really good;urban hair;
237	customer service;very good;first time;car wash;chinese food;go back;italian food;highly recommend;come back;so much;very friendly;food network;make sure;very nice;garlic bread;every time;came out;not sure;right away;going back;
238	go back;customer service;first time;chinese food;desert jade;pad thai;thai lahna;highly recommend;loving hut;thai food;very good;next time;so much;very friendly;chicago hamburger;ive ever;come back;pretty good;great food;feel like;
239	great place;happy hour;la grande;grande orange;go back;la grande orange;goat cheese;very good;so much;dr bracken;customer service;wine selection;great food;really good;first time;english muffins;every time;can get;smoked salmon;go wrong;
240	t cooks;royal palms;very good;feel like;happy hour;very nice;highly recommend;first time;ive ever;top notch;dive bar;customer service;go back;great place;royal palms resort;not sure;palms resort;so much;next time;front desk;
244	dr haggard;customer service;ups store;next time;dr justin;very friendly;he also;highly recommend;del taco;his office;not all;looks like;also very;every single;fast food;another associate;24 hour walmart;24 hour;coming back;only reason;
245	customer service;le hair;look like;highly recommend;go back;so friendly;picked up;ended up;hair done;any other;other customers;good job;grocery stores;drive thru;one inch;guy tang;other grocery;love love;so glad;really good;
246	pumpkin patch;per person;train ride;corn maze;handicap parking;tolmachoff farms;your time;grocery store;waste your;parking lot;handicap parking spaces;year old;great time;brandywine tomatoes;make sure;taking up;waste your time;every year;farm animals;parking spaces;
247	network alignment;told them;order from;20 minutes;these guys;no charge;he said;lo mein;told us;network alignment brakes;brake system;so happy;customer service;feel like;number 1;alignment brakes;2 hours;first time;1 chinese;too many;
248	customer service;jim brown;long wongs;brown sons;jim brown sons;anywhere else;drive thru;artist took;dr grant;roofing company;came over;year warranty;came out;make sure;run down;went through;said no;no peter;his wife;several things;
249	pet door;hale pet;customer service;hale pet door;years ago;big tin;big tin shed;tin shed;door through;sliding glass;so many;dog door;door installed;picked up;from them;two weeks;sliding glass door;weeks later;glass door;doggie door;
250	home depot;customer service;pizza mia;really good;very good;pretty good;came out;pizza joint;kitchen cabinets;table top;go back;one topping;panda express;counter tops;full price;very helpful;only thing;fast food;business cards;arizona campers;
251	dim sum;great wall;chinese food;very good;came out;chicken feet;come back;go back;customer service;best dim sum;best dim;first time;shu mai;pretty good;bbq pork;really good;chinese restaurant;fried rice;good food;back again;
252	customer service;capitol collision;these guys;highly recommend;great service;know what;discount tire;by far;first time;years ago;he said;great experience;your car;not only;oil change;ice cream;auto shop;quality inn;long time;could not;
253	thai rama;thai food;pad thai;customer service;fried rice;mexican food;go back;light rail;not sure;very good;can get;very friendly;yellow curry;parking lot;pretty good;ive ever;ended up;every time;no one;first time;
254	ice cream;first time;customer service;go back;come back;every time;feel like;highly recommend;very friendly;very nice;make sure;so much;not only;very good;years ago;so many;ended up;know what;next time;not sure;
255	customer service;very good;go back;cherry blossom;first time;pretty good;really good;happy hour;great place;very friendly;pizza heaven;next time;come back;central phoenix;great service;every time;good food;so much;so good;thin crust;
256	chicken fried;fried steak;chicken fried steak;customer service;happy hour;go back;very good;first time;trader joes;mashed potatoes;really good;great service;great place;every time;pretty good;come back;so much;very friendly;next time;feel like;
257	customer service;capital grille;happy hour;cheesecake factory;go back;very good;apple store;first time;great place;very nice;great service;highly recommend;came out;every time;come back;french dip;so much;pretty good;really good;feel like;
258	happy hour;hava java;zen 32;very good;very nice;dr meger;highly recommend;go back;hermosa inn;customer service;wine list;great place;outdoor seating;last night;24 hour;ive ever;first time;not sure;so much;hour fitness;
259	havana cafe;very good;cuban food;go back;ice cream;feel like;black bean;every time;black beans;come back;great place;restaurant week;market bistro;sweet potato;very friendly;first time;happy hour;great service;highly recommend;great food;
264	free parking;hockey game;jobingcom arena;bad seat;very nice;great place;coyotes game;hot dogs;concession stands;first time;very clean;great view;san jose;great venue;hockey games;us airways;arena itself;great time;no matter;choose from;
265	ice cream;nail techs;drive thru;drive through;egg white;rewards card;san diego;us about;first lane;hot stone;cash only;fast food;no fries;hot stones;5 minutes;then asked;your rewards;your rewards card;all over;stone massage;
267	carne asada;mama lupitas;strip mall;mexican food;very good;check out;corn tortillas;first time;parking lot;home cooking;customer service;highly recommend;go back;great service;can get;pretty good;juggling act;5 times;your lunch;very tasty;
268	la perla;hot dog;hot dogs;very good;italian beef;mexican food;customer service;high tea;polish food;downtown glendale;highly recommend;very friendly;first time;come back;go back;cash only;came out;make sure;going back;red sauce;
269	mexican food;mini muffins;very good;really good;shredded beef;eggs benedict;customer service;first time;good food;go back;sanderson ford;great place;green chili;come back;great food;years ago;great service;pretty good;good service;so much;
270	carne asada;chinese food;fried rice;pan dulce;crab puffs;so much;cash only;orange chicken;customer service;very good;happy hour;drive thru;sports bar;taco bell;mexican bakery;really good;first time;going back;your order;great food;
271	greek food;golden greek;fast eddies;greek salad;very good;go back;customer service;family owned;best greek;come back;pita bread;feta cheese;very friendly;every time;strip mall;best greek food;first time;greek restaurant;last night;tasted like;
272	customer service;mexican burger;lennys burger;drive through;fast food;check out;hot dog;great service;burger joint;onion rings;rv park;go back;cowboy burger;your order;long time;really good;burger battle;good burger;french fries;new building;
273	original wineburger;came out;he said;cleaned up;customer service;go back;first time;harris sons;highly recommend;make sure;ive ever;recommend them;onion scoops;beer battered;15 minutes;stump grinding;next week;use them;showed up;next day;
274	open wide;open wide dental;wide dental;dr durisek;massage chairs;dr goodwin;dental office;dental work;not only;years ago;great job;feel like;dental care;hate going;without any;highly recommend;his staff;make sure;previous dentist;called them;
275	customer service;thin crust;very good;first time;pei wei;these guys;very nice;best pizza;animal hospital;highly recommend;really good;so good;know what;go back;dr clark;east maryland;mexican food;feel like;make sure;could not;
276	happy hour;very good;customer service;go back;small plates;first time;feel like;highly recommend;runners den;bacon wrapped;not too;come back;can eat;salon surreal;ended up;so much;can get;going back;great place;great service;
277	happy hour;italian restaurant;too much;very good;live music;go back;great food;best western;last night;make sure;dining room;no one;highly recommend;italian food;ended up;very friendly;short ribs;owner greg;way too much;5 minutes;
278	dr clinton;salon 3121;squaw peak;living social;dr ferrera;go back;your pet;dr agnew;front desk;social deal;living social deal;spa day;palate repair;care about;let alone;peak animal hospital;shellac manicure;blood work;peak animal;your dog;
