phoenix_complete_feature.avgstar,phoenix_complete_feature.gtfs1,phoenix_complete_feature.gtfs2,phoenix_complete_feature.gtfs3,phoenix_complete_feature.gtfs4,phoenix_complete_feature.gtfs5,phoenix_complete_feature.gtfs6,phoenix_complete_feature.gtfs7,phoenix_complete_feature.gtfs8,phoenix_complete_feature.gtfs9,phoenix_complete_feature.location,phoenix_complete_feature.business_count,phoenix_complete_feature.reviewcount,phoenix_complete_feature.five_star_count,phoenix_complete_feature.four_star_count,phoenix_complete_feature.three_star_count,phoenix_complete_feature.two_star_count,phoenix_complete_feature.one_star_count,phoenix_complete_feature.senti_neg_avg,phoenix_complete_feature.senti_pos_avg,phoenix_complete_feature.senti_neu_avg,phoenix_complete_feature.senti_comp_avg,phoenix_complete_feature.senti_compound_pos_count,phoenix_complete_feature.senti_compound_neg_count,phoenix_complete_feature.senti_compound_neu_count,phoenix_complete_feature.tweet_count,phoenix_complete_feature.senti_negative_avg,phoenix_complete_feature.senti_neutral_avg,phoenix_complete_feature.senti_positive_avg,phoenix_complete_feature.senti_compound_avg,phoenix_complete_feature.senti_compound_positive_count,phoenix_complete_feature.senti_compound_negative_count,phoenix_complete_feature.senti_compound_neutral_count
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.823333323,0.1766666671,0.5272666713,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.8636875004,0.1363125006,0.2794874972,9,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.9216521745,0.0783478268,0.166039128,8,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.800999999,0.199000001,0.6687999964,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4
4.5,0,0,0,0,0,0,0,0,0,146,1,224,15,0,0,0,1,0.0119375,0.2861875,0.702,0.9336125,16,0,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,147,1,30,1,0,0,0,4,0.0542,0.1224,0.8234,0.2621,3,1,1,43,0,0.882,0.1180000011,0.2455511609,29,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0834999979,0.9165000021,0,-0.2107499987,0,1,1
3.5,0,0,0,0,0,0,0,0,0,149,2,405,11,2,0,1,7,0.0752380952,0.1050952381,0.8195714286,0.3867714286,15,6,0,3,0,1,0,0,0,0,3
4.5,0,0,0,0,0,0,0,0,0,150,1,2346,30,12,1,2,1,0.0290869565,0.2493913043,0.7214347826,0.8025326087,44,2,0,195,0,0.8541538474,0.1458461535,0.3201656394,121,0,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1350000029,0.8138333261,0.0511666685,-0.2079166571,1,4,1
1,0,0,0,0,0,0,0,0,0,152,1,9,0,0,0,0,3,0.1383333333,0.0326666667,0.829,-0.9249,0,3,0,0,0,0,0,0,0,0,0
1.8762886598,0,0,0,0,0,0,0,0,0,153,3,194,2,4,0,2,12,0.12015,0.11465,0.76515,-0.07306,9,11,0,9,0,0.8966666659,0.1033333358,0.2234444428,5,0,4
4.0021872311,0,0,0,0,0,0,0,0,0,154,8,97612,179,103,27,13,20,0.0319649123,0.2293304094,0.7387368421,0.7777885965,319,21,2,18,0.0100555552,0.857888884,0.1320555574,0.2407999991,9,1,8
3.9995717015,0,0,0,0,0,0,0,0,0,155,5,233482,211,157,51,32,35,0.050255144,0.1833127572,0.7664444444,0.6424460905,426,55,5,2,0.1535000056,0.8465000093,0,-0.3672499955,0,1,1
1.9378105731,0,0,0,0,0,0,0,0,0,156,7,126983,58,58,42,38,310,0.0786403162,0.0994762846,0.8218893281,0.0632077075,257,241,8,4,0.0804999992,0.9007500112,0.0189999994,-0.2196500003,0,2,2
3.5550295858,0,0,0,0,0,0,0,0,0,157,7,1690,27,30,7,9,8,0.042382716,0.1997283951,0.7579135802,0.6128098765,67,13,1,7,0.163285712,0.8138571382,0.0229999998,-0.4200714316,0,7,0
2.9292035398,0,0,0,0,0,0,0,0,0,158,2,226,8,1,0,0,9,0.0657222222,0.1178888889,0.8166111111,0.3074833333,13,5,0,19,0.0146842105,0.8809473656,0.1043684196,0.198247366,8,2,9
2.8462689003,0,0,0,0,0,0,0,0,0,159,21,18386,85,90,49,40,127,0.0592071611,0.1540690537,0.7867365729,0.3757189258,272,112,7,15,0.0325333327,0.7221333424,0.2453333278,0.4024666642,12,2,1
3.399066092,0,0,0,0,0,0,0,0,0,160,19,8352,86,49,50,25,39,0.0560441767,0.1801405622,0.7638514056,0.5633991968,201,42,6,20,0.0537500001,0.7857999951,0.1604500018,0.2710650027,12,0,8
1.5,0,0,0,0,0,0,0,0,0,161,1,35,0,0,2,0,3,0.1224,0.1202,0.757,0.09922,3,2,0,8,0.0311249997,0.7673750035,0.2015000004,0.2281499971,4,1,3
4,0,0,0,0,0,0,0,0,0,162,1,399,7,10,0,0,2,0.0422105263,0.2934736842,0.6642631579,0.7337263158,18,1,0,4,0,0.8190000057,0.1810000017,0.3935749978,3,0,1
4.5,0,0,0,0,0,0,0,0,0,163,1,20,3,1,0,0,0,0.0105,0.3645,0.62475,0.827375,4,0,0,9,0,0.9808888899,0.0191111118,0.0401333339,1,0,8
3.0823403008,0,0,0,0,0,0,0,0,0,164,5,5119,31,21,18,15,30,0.0643304348,0.1516434783,0.7840695652,0.4011582609,84,29,2,93,0.0110967741,0.8724086048,0.1165161288,0.2189172035,52,6,35
2.0887245841,0,0,0,0,0,0,0,0,0,165,2,541,9,0,0,0,16,0.07136,0.084,0.8448,-0.024892,12,13,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,166,1,16,0,0,1,0,3,0.16075,0.01725,0.82175,-0.59705,0,3,1,4,0,0.7600000054,0.2399999946,0.3829499781,3,0,1
3,0,0,0,0,0,0,0,0,0,167,1,16,1,1,0,0,2,0.07025,0.1155,0.8145,-0.05565,2,2,0,1,0,1,0,0,0,0,1
4.2857142857,0,0,0,0,0,0,0,0,0,168,3,70,9,2,0,1,1,0.0295384615,0.2610769231,0.7094615385,0.6722230769,11,2,0,10,0,0.9520999968,0.0479000017,0.1040300012,2,0,8
3.3235294118,0,0,0,0,0,0,0,0,0,169,2,68,3,2,1,0,4,0.0308,0.1548,0.8144,0.53166,7,2,1,5,0,0.9677999973,0.0321999997,0.072240001,1,0,4
3.9912790698,0,0,0,0,0,0,0,0,0,170,3,344,10,7,3,0,3,0.029826087,0.2148695652,0.7553043478,0.8083913043,22,1,0,0,0,0,0,0,0,0,0
3.9544080605,0,0,0,0,0,0,0,0,0,171,8,1985,33,18,7,4,13,0.0470133333,0.2096533333,0.7432533333,0.5409786667,62,13,0,35,0,0.897971424,0.1020285715,0.2430999982,17,0,18
3.424493063,0,0,0,0,0,0,0,0,0,172,13,1874,54,19,14,9,23,0.0543697479,0.1518235294,0.793789916,0.5182487395,92,24,3,5,0.1321999997,0.780400002,0.0876000017,-0.1679800048,1,4,0
3.6191933459,0,0,0,0,0,0,0,0,0,173,18,6372,65,62,34,18,42,0.0466651584,0.1916470588,0.7616696833,0.5586190045,181,39,1,41,0.0295609755,0.8552195103,0.1152195124,0.1815609734,17,5,19
3.8740609335,0,0,0,0,0,0,0,0,0,174,64,1773703,1169,1182,631,385,456,0.0488992937,0.1897753074,0.7613217369,0.6350629349,3247,544,32,4763,0.0150293932,0.8606649179,0.1243073697,0.2379491269,2746,270,1747
3.689648491,0,0,0,0,0,0,0,0,0,175,31,193537,358,412,216,144,136,0.043300158,0.1899257504,0.766778831,0.6761563191,1102,153,11,66,0.0176212119,0.8553030301,0.1270909078,0.2299515125,30,3,33
3.5808602432,0,0,0,0,0,0,0,0,0,176,15,7649,89,20,9,8,48,0.0565574713,0.1757126437,0.7677126437,0.4556258621,132,39,3,15,0.1081333344,0.8475999991,0.044266666,-0.2762400051,2,10,3
3.0962094443,0,0,0,0,0,0,0,0,0,177,15,3113,33,24,15,10,53,0.0662444444,0.1494814815,0.7843185185,0.3554385185,92,41,2,47,0.0145319152,0.8753191512,0.1101489368,0.1959042538,26,3,18
3.4986776054,0,0,0,0,0,0,0,0,0,178,24,3363217,386,742,568,303,292,0.0587970319,0.1635412484,0.7776748145,0.5071319948,1807,438,46,311,0.0192411577,0.9224919604,0.058263666,0.0833688099,71,31,209
1.677756053,0,0,0,0,0,0,0,0,0,179,11,256236,160,130,82,90,345,0.0785377943,0.1227013631,0.7987682776,0.1735532838,478,321,8,33,0.0080909092,0.9335757602,0.0583333341,0.072827273,6,2,25
3.6239851361,0,0,0,0,0,0,0,0,0,180,11,96072,191,180,83,64,68,0.0439744027,0.2014180887,0.754605802,0.6686580205,507,76,3,16,0.0572499996,0.7841874957,0.1585624993,0.1502625002,9,4,3
2,0,0,0,0,0,0,0,0,0,181,1,192,1,1,2,4,8,0.093,0.085375,0.821625,-0.2500875,5,11,0,19,0.0103157892,0.8589473728,0.1307368428,0.2416473674,8,1,10
2.8312693498,0,0,0,0,0,0,0,0,0,182,3,646,13,7,0,5,13,0.0744210526,0.1674473684,0.7581842105,0.2819236842,24,14,0,3,0.0513333331,0.8613333305,0.0873333315,0.040899992,1,1,1
4.0443073472,0,0,0,0,0,0,0,0,0,183,12,3566,57,27,8,8,36,0.0610808824,0.1636617647,0.7752647059,0.5096301471,108,28,0,45,0.0032666667,0.8603999992,0.1363333335,0.2535088869,26,1,18
3.9417475728,0,0,0,0,0,0,0,0,0,184,3,103,10,3,0,2,1,0.03175,0.190375,0.7779375,0.6633375,15,1,0,7,0.0657142848,0.7262857131,0.208,0.1018428547,3,3,1
2.5074503311,0,0,0,0,0,0,0,0,0,185,8,1812,13,16,10,5,46,0.0847888889,0.1361777778,0.7790333333,0.10877,46,43,1,5,0.1636000007,0.8047999978,0.0316,-0.3245200008,1,4,0
3.4731517203,0,0,0,0,0,0,0,0,0,186,6,12701,45,29,25,15,27,0.0468014184,0.2142836879,0.7388865248,0.6041602837,116,22,3,16,0.04,0.8656250015,0.0944375,0.0309937471,5,4,7
2.1956521739,0,0,0,0,0,0,0,0,0,187,4,184,4,3,2,1,14,0.094875,0.1196666667,0.7854583333,0.1702125,13,11,0,15,0.0418666661,0.83713334,0.1210666661,0.0978333324,6,4,5
3.4249275362,0,0,0,0,0,0,0,0,0,188,5,1725,13,16,7,4,15,0.0557636364,0.1750909091,0.7692,0.44966,41,12,2,14,0.0824285724,0.7869285728,0.1306428569,0.1333714303,6,4,4
3.0095903771,0,0,0,0,0,0,0,0,0,189,21,3076,43,41,24,22,70,0.07863,0.14397,0.77738,0.2450775,128,68,4,27,0.052,0.8235185257,0.1245185195,0.1128148097,11,7,9
2.3792372881,0,0,0,0,0,0,0,0,0,190,6,236,6,5,3,2,19,0.0789428571,0.1288,0.7923428571,0.0675171429,17,18,0,10,0.1349000007,0.8413999915,0.0237999998,-0.3223500013,1,8,1
4.0009297136,0,0,0,0,0,0,0,0,0,191,3,10756,54,37,6,8,9,0.0324210526,0.2291842105,0.7383947368,0.7579947368,106,7,1,12,0.1173333339,0.8574166646,0.0253333331,-0.2353833355,1,8,3
4.0201863354,0,0,0,0,0,0,0,0,0,192,8,322,25,6,3,4,6,0.0507045455,0.1577272727,0.7915681818,0.5328340909,35,8,1,38,0.0715526309,0.8348947387,0.0935789474,0.0298421036,15,12,11
4.0670671097,0,0,0,0,0,0,0,0,0,193,13,35211,131,86,48,24,17,0.0449542484,0.1951732026,0.7598921569,0.7093526144,276,27,3,851,0.0592373679,0.8460975328,0.0946627503,0.0621260866,308,201,342
3.634515396,0,0,0,0,0,0,0,0,0,194,45,336192,784,636,340,198,206,0.0436917745,0.1988123845,0.7574921442,0.7180348891,1938,215,11,349,0.0181088825,0.8679312317,0.1139742124,0.2023272206,140,24,185
4.3630436236,0,0,0,0,0,0,0,0,0,195,38,403979,739,417,148,105,146,0.0439562701,0.2064057878,0.7496411576,0.6852309325,1373,161,21,234,0.0282051284,0.8664017103,0.1053931626,0.1797371778,98,23,113
4.3724289797,0,0,0,0,0,0,0,0,0,196,18,148725,470,251,72,51,52,0.0361350446,0.2199564732,0.74390625,0.7667800223,823,67,6,2009,0.0019661523,0.8564479875,0.141584869,0.3032620687,1391,20,598
3.9994466806,0,0,0,0,0,0,0,0,0,197,20,92171,277,156,52,56,62,0.0459535655,0.1964063018,0.7576484245,0.6654791045,522,73,8,27,0.0658888894,0.8517037056,0.0824074075,-0.0153000035,10,8,9
3.0997652582,0,0,0,0,0,0,0,0,0,198,10,12354,52,50,25,18,21,0.0551506024,0.1705301205,0.7742831325,0.591389759,137,26,3,121,0.0139090908,0.8459669433,0.1401322317,0.2463090892,66,7,48
3.4733847654,0,0,0,0,0,0,0,0,0,199,25,59496,181,177,94,67,83,0.0489053156,0.1742906977,0.7768272425,0.5723480066,486,106,10,23,0.0521739132,0.7813478216,0.1665652151,0.2397695657,14,4,5
3.4593209862,0,0,0,0,0,0,0,0,0,200,10,42061,88,110,46,27,63,0.0526676647,0.1784820359,0.7688502994,0.5878230539,277,53,4,34,0.0425294123,0.8482647074,0.1092352946,0.1048323525,14,6,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0157142856,0.8307857088,0.1534999997,0.3078285637,10,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3110047847,0,0,0,0,0,0,0,0,0,204,6,418,12,6,3,3,15,0.0620769231,0.1670512821,0.7708974359,0.3073384615,25,13,1,8,0,0.862999998,0.1369999982,0.2817249969,3,0,5
3.3658536585,0,0,0,0,0,0,0,0,0,205,4,533,11,7,2,2,11,0.049,0.2022727273,0.7488181818,0.5839909091,28,4,1,8,0.0406249985,0.8420000002,0.1173749976,0.1367375031,2,1,5
2.786440817,0,0,0,0,0,0,0,0,0,206,32,12191,83,70,46,43,142,0.0727786458,0.1525130208,0.774734375,0.2707773438,242,134,8,40,0.0258250002,0.8640499979,0.1101250008,0.1763049975,22,4,14
3.990633515,0,0,0,0,0,0,0,0,0,207,4,2936,39,20,6,6,10,0.063345679,0.2187530864,0.7179506173,0.5383925926,66,14,1,13,0.0351538463,0.8454615336,0.119384616,0.1918769238,10,2,1
2.4947368421,0,0,0,0,0,0,0,0,0,208,3,190,1,1,4,5,11,0.1073636364,0.0916818182,0.801,-0.0302136364,9,13,0,2,0.1099999994,0.8079999983,0.0820000023,-0.0150500089,1,1,0
4.4032258065,0,0,0,0,0,0,0,0,0,209,2,620,15,8,1,0,4,0.0446071429,0.2343571429,0.7211071429,0.689525,25,3,0,3,0.0733333329,0.6916666528,0.2350000093,0.3535333276,2,1,0
4.4836839375,0,0,0,0,0,0,0,0,0,210,5,86755,217,89,22,11,6,0.0332637681,0.2422144928,0.7245246377,0.8079776812,327,17,1,12,0.0564166664,0.769749999,0.1739166665,0.2440333329,7,2,3
4.1667268786,0,0,0,0,0,0,0,0,0,211,16,2768,103,24,9,10,23,0.0407159763,0.1883195266,0.7709408284,0.6032047337,141,25,3,11,0.0215454549,0.8446363644,0.1338181821,0.274063636,6,1,4
2.8839834025,0,0,0,0,0,0,0,0,0,212,14,6025,57,26,21,28,78,0.0729952381,0.1433142857,0.7836380952,0.3189795238,141,65,4,30,0.0523333336,0.9129333337,0.0347333332,-0.0582733346,6,9,15
3.865733366,0,0,0,0,0,0,0,0,0,213,15,114254,292,293,104,54,58,0.0391086142,0.2066816479,0.754196005,0.7360719101,727,65,9,28,0.0157142859,0.9146071438,0.0696428565,0.1462392866,8,1,19
3.6374394215,0,0,0,0,0,0,0,0,0,214,70,597365,989,891,426,268,392,0.0477936615,0.197569791,0.7546281187,0.621979973,2512,423,31,149,0.0105436242,0.8479664416,0.1414899345,0.2589751651,86,7,56
3.987514103,0,0,0,0,0,0,0,0,0,215,25,226015,402,349,121,90,102,0.0418289474,0.2049849624,0.7531954887,0.6990517857,938,120,6,34,0.0160882355,0.8420294076,0.1419117635,0.2477499992,15,3,16
4.0482787225,0,0,0,0,0,0,0,0,0,216,30,24110,204,80,28,25,49,0.0468160622,0.2032020725,0.7499766839,0.6054702073,321,62,3,42,0.0158333331,0.8952619043,0.0889285709,0.1401500014,13,3,26
4.0549207467,0,0,0,0,0,0,0,0,0,217,27,70975,417,231,85,65,112,0.044367033,0.1991307692,0.7564879121,0.6749901099,798,103,9,16,0.0401875,0.7994999923,0.1603125017,0.2618562477,9,3,4
3.5652215874,0,0,0,0,0,0,0,0,0,218,49,51808,423,230,95,81,224,0.0506410256,0.1751699905,0.7741699905,0.5348245014,840,200,13,34,0.0399411759,0.8666470612,0.0934117642,0.1460058821,14,4,16
3.1217309698,0,0,0,0,0,0,0,0,0,219,48,47950,258,232,139,142,243,0.0630285996,0.1577376726,0.7792426036,0.4039928008,730,275,9,43,0.0082558141,0.884023254,0.1077209304,0.2058790688,22,1,20
3.7810846561,0,0,0,0,0,0,0,0,0,220,10,4536,53,21,11,7,28,0.0537666667,0.1812333333,0.7649916667,0.4726391667,90,29,1,9,0.0732222233,0.8467777835,0.0801111112,0.0542777793,3,2,4
4,0,0,0,0,0,0,0,0,0,221,1,812,15,7,2,2,2,0.0288214286,0.2080357143,0.7630714286,0.7831178571,27,1,0,0,0,0,0,0,0,0,0
3.926891253,0,0,0,0,0,0,0,0,0,222,18,16920,166,63,30,25,64,0.051612069,0.2046954023,0.7437011494,0.5681761494,280,63,5,6,0,1,0,0,0,0,6
2.9382239382,0,0,0,0,0,0,0,0,0,223,3,518,12,3,4,4,14,0.0669459459,0.1596216216,0.7734054054,0.4381081081,28,9,0,13,0,0.8464615345,0.1535384598,0.3608230742,7,0,6
2,0,0,0,0,0,0,0,0,0,224,1,72,0,1,2,0,5,0.1235,0.1425,0.734125,0.142025,5,3,0,30,0,0.8043333391,0.1956666638,0.4304499979,25,0,5
2.8723404255,0,0,0,0,0,0,0,0,0,225,5,94,5,4,1,3,7,0.0961,0.14845,0.7554,0.26777,13,7,0,19,0,0.9684210545,0.0315789478,0.0690473691,5,0,14
3.9504491018,0,0,0,0,0,0,0,0,0,226,11,3340,61,25,14,7,16,0.0472601626,0.2148780488,0.7378373984,0.6794626016,112,11,0,4,0.1024999991,0.7725000083,0.125,-0.0133250058,1,2,1
3.3236449332,0,0,0,0,0,0,0,0,0,227,8,1273,24,18,7,6,22,0.0546233766,0.1491298701,0.7962337662,0.3829038961,54,20,3,1,0,0.871999979,0.1280000061,0.4214999974,1,0,0
3.7889207259,0,0,0,0,0,0,0,0,0,228,3,2094,24,13,18,4,9,0.0642352941,0.1903235294,0.7455,0.5218838235,54,13,1,3,0,0.5713333388,0.4286666711,0.8537333409,3,0,0
3.2326732673,0,0,0,0,0,0,0,0,0,229,12,1111,27,24,15,6,22,0.0534680851,0.1739468085,0.7725638298,0.4577861702,70,22,2,25,0.0489199999,0.8445599973,0.1065200007,0.1477520011,9,5,11
3.8706896552,0,0,0,0,0,0,0,0,0,230,9,1392,31,24,8,4,11,0.0396025641,0.2026666667,0.7576794872,0.6206987179,65,12,1,14,0.0879285729,0.748285714,0.1637142843,0.1951714352,6,2,6
2.9580777096,0,0,0,0,0,0,0,0,0,231,13,489,28,10,4,8,21,0.0510985915,0.1685915493,0.7803098592,0.4771169014,53,17,1,9,0.016555556,0.8725555539,0.1108888901,0.207899996,4,0,5
3.9893633303,307,27,10.5501440525,14,11.488928175,16,13.4111998975,18,11.2877599448,232,10,6534,63,30,11,7,20,0.0555572519,0.1748320611,0.7695725191,0.5410358779,105,24,2,6,0.0934999995,0.8098333379,0.0964999994,-0.0262499998,2,3,1
3.9948053714,2,0,0,0,0,0,0,0,0,233,21,228024,379,269,74,46,78,0.045893617,0.1974562648,0.7566347518,0.684215721,738,99,9,11,0.0298181826,0.896272727,0.073909093,0.0857363614,3,1,7
3.6173618528,0,0,0,0,0,0,0,0,0,234,64,270599,739,479,220,149,278,0.048397319,0.1841951743,0.7674042895,0.624372118,1577,271,17,100,0.0192699999,0.8348199993,0.1459099995,0.2760999987,53,5,42
3.8600398334,0,0,0,0,0,0,0,0,0,235,40,27615,279,143,60,43,111,0.0529842767,0.1913710692,0.7556147799,0.5992573899,528,104,4,38,0.0153684208,0.85242105,0.1322105272,0.264197367,19,4,15
3.3360331746,0,0,0,0,0,0,0,0,0,236,44,157108,420,316,116,103,243,0.0513255426,0.1835951586,0.7650626043,0.5819411519,973,217,8,46,0.011978261,0.9022608691,0.0857391312,0.1840543465,16,1,29
3.6567507208,0,0,0,0,0,0,0,0,0,237,46,130749,580,227,99,94,189,0.044804037,0.188587889,0.7666139613,0.6278703953,999,171,19,30,0.0556666665,0.7627666742,0.1815666668,0.2807799983,18,5,7
3.8635591317,0,0,0,0,0,0,0,0,0,238,59,204814,862,445,164,120,190,0.0434475014,0.2019528355,0.7546086468,0.6668658057,1544,213,24,155,0.0148451613,0.8343935467,0.1507612911,0.3273974197,90,9,56
4.3507730724,0,0,0,0,0,0,0,0,0,239,42,1715622,1383,789,192,144,175,0.0379437197,0.2326537458,0.7294088707,0.7493791651,2441,208,34,92,0.0138804346,0.9142065197,0.071902174,0.1278663034,31,5,56
4.1604809564,0,0,0,0,0,0,0,0,0,240,13,122298,399,149,70,38,37,0.0332496392,0.2308773449,0.7358658009,0.8097633478,654,37,2,50,0.0168999998,0.8442999989,0.1387800005,0.2540099999,30,4,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0215000007,0.8085000068,0.1700000018,0.3642000109,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0473913058,0.8873478226,0.0652608703,0.0174695623,6,4,13
3.2847919656,0,0,0,0,0,0,0,0,0,244,8,1394,36,13,14,12,14,0.0547752809,0.178505618,0.7666966292,0.4598438202,64,22,3,15,0.0222000003,0.9117999991,0.0660000006,0.1013600012,3,1,11
3.5244565217,0,0,0,0,0,0,0,0,0,245,7,368,15,7,4,3,12,0.0660487805,0.1910487805,0.7428780488,0.4232365854,30,10,1,6,0.0151666664,0.9161666632,0.0686666643,0.1258666664,2,1,3
2.9907834101,0,0,0,0,0,0,0,0,0,246,2,1736,10,12,5,3,14,0.0535681818,0.1441590909,0.80225,0.4487204545,33,11,0,6,0,0.8740000029,0.1259999971,0.241233329,2,0,4
3.616643454,0,0,0,0,0,0,0,0,0,247,5,1436,32,10,5,5,18,0.0648285714,0.1418,0.7933714286,0.36461,49,19,2,1,0.0719999969,0.7239999771,0.2039999962,0.5993999839,1,0,0
3.3890728477,0,0,0,0,0,0,0,0,0,248,10,302,20,5,6,2,15,0.0526041667,0.149625,0.797875,0.4528229167,37,11,0,3,0,0.8946666916,0.1053333332,0.1821666633,3,0,0
3.8101604278,0,0,0,0,0,0,0,0,0,249,8,561,26,7,2,1,15,0.0585882353,0.1662745098,0.7752156863,0.4620627451,37,12,2,2,0.0890000015,0.8425000012,0.0684999973,0.0129000004,1,0,1
3.5802061856,0,0,0,0,0,0,0,0,0,250,16,2425,47,28,18,11,29,0.0523233083,0.1583383459,0.7893383459,0.4836293233,100,28,5,5,0.0333999991,0.8694000006,0.0972000003,0.166959995,2,1,2
3.5119237146,285,27,15.020543925,11,14.1065955063,10,12.6164622208,14,18.1610001326,251,18,91079,150,157,69,41,77,0.0541659919,0.1680060729,0.7778097166,0.5488360324,397,92,5,86,0.0234767444,0.7882093021,0.1883255825,0.3347685996,59,8,19
4.1204937304,163,24,9.4517027651,10,9.7454719543,10,19.5207467079,5,13.7092269262,252,25,5104,140,54,27,22,40,0.0503568905,0.1750671378,0.7745441696,0.5966597173,234,46,3,7,0.0837142851,0.8881428582,0.0281428567,-0.1859142908,1,4,2
3.8202944829,143,26,6.9787911442,7,8.1957335472,9,10.8407198787,8,7.2803658417,253,46,50733,220,211,105,82,132,0.0520213333,0.1810306667,0.7669213333,0.5561658667,598,141,11,65,0.0072461536,0.8811384614,0.1116153853,0.2480138445,33,1,31
3.8110210856,0,0,0,0,0,0,0,0,0,254,54,142799,790,391,195,130,242,0.0462070938,0.1880011442,0.7657866133,0.6470893593,1489,230,29,1588,0.0087178842,0.861741818,0.1295377841,0.2583943303,1005,62,521
3.9280968014,0,0,0,0,0,0,0,0,0,255,64,935772,1258,851,348,229,277,0.0410874114,0.2080948363,0.7508056024,0.7052477557,2642,308,13,81,0.0279135804,0.821222224,0.1508641983,0.2715728396,47,8,26
3.8520305209,0,0,0,0,0,0,0,0,0,256,85,634320,1600,1089,484,358,509,0.044315099,0.204149505,0.7515334158,0.6663671782,3486,519,35,312,0.0245320514,0.824445512,0.1510256411,0.2953778841,174,27,111
3.9134267327,0,0,0,0,0,0,0,0,0,257,55,498647,1011,735,314,224,256,0.0401590551,0.2068358268,0.7530047244,0.7286976772,2281,243,16,470,0.0014744681,0.8566851057,0.141840426,0.3047278694,309,1,160
3.8469986227,0,0,0,0,0,0,0,0,0,258,15,109633,268,155,85,65,66,0.0417699531,0.2239374022,0.7342754304,0.7306028169,571,65,3,27,0.0073703704,0.8393333334,0.1533333328,0.3460407412,16,0,11
3.8865442354,0,0,0,0,0,0,0,0,0,259,29,94257,424,206,87,90,104,0.0401767289,0.209118551,0.7507036224,0.7113593853,807,97,7,46,0.022413044,0.8271739127,0.1503913053,0.2327891314,22,3,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.011581081,0.84510811,0.1432972972,0.2805337835,36,3,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.037666666,0.7156666716,0.2466666698,0.4799999942,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0513333331,0.727333347,0.2213333249,0.3018666506,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1490000039,0.851000011,0,-0.2732000053,0,2,0
4,0,0,0,0,0,0,0,0,0,264,1,20368,37,71,13,5,8,0.0402014925,0.191238806,0.7685597015,0.7427626866,121,12,1,341,0.0132404692,0.8796510269,0.1071114373,0.2050319643,146,14,181
3.1365979381,0,0,0,0,0,0,0,0,0,265,5,194,11,4,4,1,10,0.0731666667,0.1722333333,0.7546333333,0.2966433333,19,11,0,1,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.7498000205,0.2502000034,0.4337849945,20,0,0
3.8665794637,0,0,0,0,0,0,0,0,0,267,8,1529,28,18,7,4,12,0.046826087,0.2242028986,0.7289855072,0.6033594203,58,10,1,18,0.025388889,0.9062222242,0.0683888901,0.0886000002,10,2,6
3.5948342,4,0,0,0,0,0,0,0,0,268,49,46924,345,154,78,52,145,0.0439354005,0.1930788114,0.7629741602,0.6133860465,651,109,14,482,0.0179792529,0.8680954347,0.1139294613,0.2085010351,251,21,210
3.9831773392,0,0,0,0,0,0,0,0,0,269,19,68806,258,172,61,46,58,0.0388,0.2174806723,0.7437092437,0.7122255462,532,59,4,15,0.0418000008,0.7871333341,0.1709999998,0.2713733306,7,4,4
