phoenix_complete_feature.avgstar,phoenix_complete_feature.gtfs1,phoenix_complete_feature.gtfs2,phoenix_complete_feature.gtfs3,phoenix_complete_feature.gtfs4,phoenix_complete_feature.gtfs5,phoenix_complete_feature.gtfs6,phoenix_complete_feature.gtfs7,phoenix_complete_feature.gtfs8,phoenix_complete_feature.gtfs9,phoenix_complete_feature.location,phoenix_complete_feature.business_count,phoenix_complete_feature.reviewcount,phoenix_complete_feature.five_star_count,phoenix_complete_feature.four_star_count,phoenix_complete_feature.three_star_count,phoenix_complete_feature.two_star_count,phoenix_complete_feature.one_star_count,phoenix_complete_feature.senti_neg_avg,phoenix_complete_feature.senti_pos_avg,phoenix_complete_feature.senti_neu_avg,phoenix_complete_feature.senti_comp_avg,phoenix_complete_feature.senti_compound_pos_count,phoenix_complete_feature.senti_compound_neg_count,phoenix_complete_feature.senti_compound_neu_count,phoenix_complete_feature.tweet_count,phoenix_complete_feature.senti_negative_avg,phoenix_complete_feature.senti_neutral_avg,phoenix_complete_feature.senti_positive_avg,phoenix_complete_feature.senti_compound_avg,phoenix_complete_feature.senti_compound_positive_count,phoenix_complete_feature.senti_compound_negative_count,phoenix_complete_feature.senti_compound_neutral_count
3.6674714309,0,0,0,0,0,0,0,0,0,270,15,6213,68,54,19,17,51,0.057784689,0.1821483254,0.7600430622,0.462461244,154,52,3,10,0.0187999994,0.9351000011,0.0460999995,0.0714000016,2,1,7
3.8021053644,299,29,12.3979092757,12,12.7087082863,14,13.1131734318,14,15.1099521637,271,20,10402,104,64,19,19,34,0.0505291667,0.1847125,0.7648125,0.5547575,191,45,4,23,0.0092173912,0.8505217407,0.14026087,0.2635173905,12,0,11
3.9025842044,258,20,12.3681066301,13,10.6296175851,12,12.6288799644,10,10.1329065561,272,11,6888,62,39,17,12,17,0.0440816327,0.1921904762,0.763707483,0.5939836735,121,23,3,11,0.0901818194,0.7932727337,0.116545455,0.0301727192,4,4,3
3.5584828427,606,44,10.6544533581,45,8.8662934204,29,10.5799466471,33,8.6055199988,273,22,11482,94,58,25,28,45,0.043416,0.173864,0.782756,0.6000708,209,38,3,11,0.0314545455,0.8001818278,0.1683636362,0.4032545422,8,2,1
4.0187585266,229,21,13.3849036974,15,13.5602133009,11,12.2377200723,10,13.634719789,274,6,1466,40,3,1,3,7,0.0402592593,0.2188703704,0.7407592593,0.743912963,49,5,0,549,0.0265009109,0.8365027322,0.1369981791,0.2462701273,257,44,248
4.1372099122,224,33,11.3436400369,15,12.2041920185,6,12.1594878972,4,15.4973869324,275,45,68643,531,179,69,90,110,0.0411532176,0.2110398366,0.7478059244,0.6855706844,857,112,10,29,0.0174827586,0.8833793093,0.099137931,0.1679965484,14,2,13
3.9278045763,6,0,0,0,0,0,0,0,0,276,33,383106,774,345,147,94,158,0.0428339921,0.2139499341,0.743215415,0.7099470356,1341,157,20,16,0.0410000011,0.8531249985,0.1058749985,0.1464124992,6,2,8
3.9985748739,264,23,11.8465598822,14,5.4762399793,8,0,14,9.5666560173,277,5,9122,72,15,4,6,14,0.0354954955,0.2371081081,0.7273603604,0.792281982,103,8,0,23,0.0031304346,0.826478261,0.1703478247,0.3452565229,12,0,11
3.5102040816,17,0,0,0,0,1,0,0,0,278,2,1323,23,7,2,4,15,0.0496470588,0.1710392157,0.7792941176,0.5970803922,43,8,0,7,0,0.9817142827,0.0182857152,0.0513571416,1,0,6
4.5,7,0,0,0,0,0,0,0,0,279,3,49,9,2,0,0,0,0.0115454545,0.2731818182,0.7152727273,0.7724818182,10,0,1,5,0,0.955400002,0.044600001,0.115320003,1,0,4
4,487,49,12.757833835,26,9.2760800011,19,9.6858667268,20,8.1842707052,280,2,45156,112,59,22,10,9,0.0312735849,0.2246179245,0.7441273585,0.7954731132,195,16,1,76,0.0239605266,0.7879605266,0.1880789476,0.3530197349,49,6,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,282,1,256,6,6,1,2,1,0.0255625,0.30175,0.67275,0.76734375,14,2,0,4,0.123499997,0.7745000124,0.1020000018,0.0584500134,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0088888887,0.8511388914,0.139972223,0.2689666638,23,1,12
2.9595330739,0,0,0,0,0,0,0,0,0,284,13,1285,16,25,25,11,25,0.061372549,0.1671960784,0.771372549,0.4424343137,78,23,1,26,0,0.8648846195,0.1351153851,0.3208192277,13,0,13
4.5,0,0,0,0,0,0,0,0,0,285,1,24,3,0,0,0,1,0.04375,0.31125,0.645,0.55135,3,1,0,1,0,0.6610000134,0.3389999866,0.7717000246,1,0,0
4,112,16,7.9349600822,8,8.9407999714,7,9.387840271,8,13.2621866862,286,1,169,10,0,1,0,2,0.0485384615,0.1496923077,0.8019230769,0.5376,10,3,0,0,0,0,0,0,0,0,0
4.0845070423,103,14,11.6230401126,7,0.4470399916,6,15.3483727773,6,12.5171200434,287,6,71,15,2,0,0,4,0.0437619048,0.1777142857,0.7784761905,0.4333285714,15,4,2,2,0.0965000018,0.6960000098,0.2075000033,0.320399994,1,1,0
3.4657730972,345,37,12.1513600783,18,13.0535680056,17,8.2255360603,24,11.9024398923,288,5,2089,15,17,13,5,10,0.0482,0.2360333333,0.7158166667,0.6537733333,53,7,0,7,0,0.8537142873,0.1462857127,0.3340428535,5,0,2
3.2619222304,245,25,11.2791631772,17,10.3315910233,14,12.2190936407,16,9.2601142355,289,12,1363,42,15,10,8,34,0.0704220183,0.1902201835,0.7393027523,0.3909229358,75,34,0,3,0.0453333358,0.7740000089,0.1806666702,0.2299666603,2,1,0
3.9308020478,420,36,10.8779732717,29,8.9035465717,19,13.5389256137,20,9.6113598831,290,8,11720,97,46,20,12,17,0.0399583333,0.1952291667,0.7648125,0.6914729167,170,18,4,23,0.0428695653,0.8519999955,0.1051304334,0.1504260839,11,4,8
4.3947168748,830,91,11.5683003992,48,11.2913650582,38,10.0978446357,29,12.5916266872,291,19,46128,212,115,33,22,62,0.0475900901,0.206204955,0.7462184685,0.6502943694,374,64,6,25,0.0555199999,0.8333199978,0.1111600003,0.1200399986,9,5,11
3.2960921031,715,58,10.8087885465,41,9.4081599712,38,9.898742829,38,8.12560944,292,25,6167,109,40,38,26,70,0.0600777385,0.1838763251,0.7560070671,0.4939561837,217,64,2,28,0.0879285716,0.8430714267,0.0690357142,-0.1293249974,8,12,8
3.8141179702,850,64,10.5054399424,57,7.9445392745,44,10.147807923,51,9.7869828397,293,23,29126,183,106,53,31,72,0.0457752809,0.2005325843,0.7536898876,0.5928110112,365,69,11,29,0.0052068963,0.8711379335,0.1236551728,0.2720862023,14,1,14
4,261,26,10.7608913907,16,9.785208861,13,12.8747519493,15,14.3459197825,294,1,25,4,0,0,0,1,0.0406,0.213,0.7464,0.90864,5,0,0,5,0,0.8080000043,0.1920000046,0.3723400086,3,0,2
3.8314855312,546,67,10.1431833783,32,10.4060977598,21,8.0467197554,29,9.4930259077,295,19,78652,264,200,75,56,95,0.0438173913,0.2057318841,0.7504710145,0.6431105797,593,88,9,10,0.0090999998,0.8723999977,0.1185000002,0.2059199981,3,1,6
3.6248542136,220,24,12.3545598469,9,11.4553999305,11,13.1131733259,13,11.474026574,296,15,180058,246,184,121,80,101,0.0487172131,0.213920765,0.7373620219,0.6471997268,622,109,1,36,0.0195277776,0.907777778,0.0727222214,0.1117666649,12,4,20
0,538,52,11.8944569422,21,11.3479384276,19,12.1339427403,28,10.2074133555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0420999996,0.8217000067,0.1361000016,0.2139699966,4,1,5
0,908,68,11.5995115857,51,8.8882069202,43,7.0781332652,47,7.6667359605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,437,36,13.1745317263,21,14.3052800596,23,11.2398627826,23,11.7043200406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.9165000021,0.0834999979,0.1480000019,1,0,1
3.0046063137,581,59,14.9287832136,32,15.2965424683,22,14.0538199246,25,13.6794240256,300,3,8141,24,17,16,13,27,0.0487010309,0.1830824742,0.7682371134,0.5952474227,82,15,0,2,0,0.5645000041,0.4354999959,0.7364500165,2,0,0
5,0,0,0,0,0,0,0,0,0,301,1,20,4,0,0,0,0,0.01575,0.15075,0.83325,0.97905,4,0,0,3,0,1,0,0,0,0,3
1.5,0,0,0,0,0,0,0,0,0,302,1,25,0,0,1,0,4,0.0596,0.1146,0.826,0.18556,3,2,0,4,0.0342499986,0.7107499987,0.2550000027,0.5268749967,3,0,1
3.6315789474,0,0,0,0,0,0,0,0,0,303,2,76,6,1,4,0,2,0.0807692308,0.2184615385,0.7008461538,0.3722846154,9,4,0,0,0,0,0,0,0,0,0
4.1213833635,0,0,0,0,0,0,0,0,0,304,10,2212,48,15,13,2,23,0.0421881188,0.2246039604,0.7332376238,0.6097465347,84,16,1,10,0.0252999991,0.9014999986,0.0732000016,0.0988099962,4,1,5
3.1450292398,7,0,0,0,0,0,0,0,0,305,6,855,20,9,8,3,14,0.0652777778,0.1648148148,0.769962963,0.4039925926,38,16,0,17,0,0.9508823472,0.0491176471,0.1166176489,5,0,12
5,660,49,7.3151999847,43,4.4703999162,36,7.0494769261,41,3.7795199698,306,1,6,2,0,0,0,0,0.0265,0.328,0.6455,0.87275,2,0,0,2,0,0.8569999933,0.1430000067,0.210649997,1,0,1
3.3607594937,442,35,12.6390401017,29,9.5368532737,30,10.4160318613,26,10.4806045161,307,4,1501,22,11,9,3,14,0.0480169492,0.2079491525,0.7440169492,0.587940678,47,11,1,2,0,0.912499994,0.0874999985,0.246299997,1,0,1
3.1739130435,380,36,10.5302753449,21,7.3761599064,19,9.2601143037,22,10.6544534763,308,3,437,8,7,3,2,10,0.097,0.1537333333,0.7492,0.2316133333,19,11,0,22,0.0093636364,0.8564545431,0.1341818192,0.2518181801,10,1,11
4.0770878749,283,28,11.6869027551,14,8.1584798694,14,10.2819199562,12,10.0583997965,309,12,13303,137,67,22,16,19,0.0408390805,0.2270191571,0.7321685824,0.7302888889,240,19,2,10,0.0464000002,0.8290000081,0.1246000007,0.1725099929,4,2,4
3.9667539794,538,41,9.0898134073,31,11.175999934,22,11.7720530828,22,11.2877599001,310,13,4963,61,41,13,6,13,0.0434925373,0.2070074627,0.7494776119,0.7172604478,120,14,0,10,0,0.8248000026,0.1752000004,0.3960899919,6,0,4
4.2529054156,643,62,9.9945370853,35,11.3406990484,31,12.5729999542,28,12.4575147629,311,16,46551,220,115,40,25,44,0.0431306306,0.2176554054,0.7392342342,0.661979955,383,53,8,10,0.059799999,0.7723999977,0.1678000018,0.0978600025,6,2,2
3.75333204,667,63,9.4420266594,34,10.04525165,50,14.1466528254,34,11.1760000558,312,41,103090,354,292,151,104,126,0.0471606621,0.210211295,0.7426348588,0.655430185,880,138,9,27,0.0705925927,0.8511851894,0.0782592581,0.0072592588,7,9,11
3.0542812459,793,78,6.9440212886,48,9.0480894613,41,8.9706026793,42,6.8732399394,313,26,15346,118,72,38,36,81,0.0562028986,0.1535623188,0.7902434783,0.4594585507,259,80,6,40,0,0.8519499987,0.1480500009,0.3230349978,27,0,13
3.8826273203,360,55,11.6602932761,16,10.6544531186,15,12.4053601027,12,8.4192534288,314,22,10505,103,73,32,21,44,0.0444432234,0.1857362637,0.7698095238,0.6041047619,225,44,4,268,0.0061567165,0.8508208939,0.1430186567,0.297273505,184,6,78
3.984858514,835,100,8.2322836901,49,9.8795840025,35,6.9291200009,41,9.4101920426,315,38,12086,272,65,34,15,58,0.048972973,0.1955157658,0.7554954955,0.6593087838,383,53,8,100,0.00281,0.8436099988,0.1535800008,0.3137299966,62,2,36
3,394,52,11.056789281,22,10.6070399718,16,9.2760798931,17,8.6924442517,316,1,12,1,0,1,1,0,0.0333333333,0.115,0.8516666667,0.5942333333,2,1,0,0,0,0,0,0,0,0,0
2.5,604,59,10.4366645836,34,10.5799467564,27,9.8721332277,31,8.4937599003,317,1,6,0,1,0,0,1,0.043,0.2125,0.7445,0.8653,2,0,0,12,0,0.9741666665,0.0258333335,0.0558000008,1,0,11
5,675,54,10.0170074304,41,10.3564266637,36,12.9854475458,34,10.1577422652,318,2,18,6,0,0,0,0,0.0183333333,0.1585,0.823,0.7178833333,5,0,1,7,0.0162857143,0.8785714337,0.105000002,0.2103857143,2,0,5
0,514,40,9.9913440347,34,10.446618924,25,12.0294398828,28,10.537371414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4.5,630,58,11.2583493653,39,11.511279881,28,10.4194706266,27,10.84072005,320,1,42,2,4,0,0,0,0.0305,0.2358333333,0.7335,0.9032,6,0,0,1,0,0.8130000234,0.1870000064,0.7034000158,1,0,0
2.5,0,0,0,0,0,0,0,0,0,321,1,12,1,0,0,1,1,0.1093333333,0.1396666667,0.7516666667,0.1914333333,2,1,0,0,0,0,0,0,0,0,0
4.0496688742,0,0,0,0,0,0,0,0,0,322,5,151,14,2,0,2,5,0.0726956522,0.1939565217,0.7333043478,0.3979130435,16,7,0,3,0,0.7360000014,0.2640000035,0.6507333219,3,0,0
4.5051194539,0,0,0,0,0,0,0,0,0,323,6,293,30,1,2,1,1,0.0543142857,0.2618857143,0.6837142857,0.6630771429,30,5,0,5,0,0.874000001,0.125999999,0.283920002,3,0,2
4.2696750903,0,0,0,0,0,0,0,0,0,324,15,4155,110,33,13,3,25,0.0404673913,0.2024891304,0.7570434783,0.6563527174,160,23,1,12,0.028666667,0.7819166631,0.1895000016,0.3514250002,9,2,1
3.8444018975,3,0,0,0,0,0,0,0,0,325,20,17497,115,96,37,24,53,0.03956,0.2184338462,0.7419969231,0.6447083077,280,42,3,235,0.0041234042,0.866042554,0.1298382985,0.2659229761,139,4,92
3.9064148049,1,0,0,0,0,0,0,0,0,326,11,20858,115,53,24,13,52,0.0473151751,0.2032412451,0.749459144,0.643544358,222,34,1,7,0.0165714281,0.904571431,0.078857143,0.1773857134,2,0,5
3.0328216852,262,19,15.6463999748,16,0.4470399916,20,11.9707377122,18,13.695679838,327,19,6124,90,40,29,27,85,0.0598339483,0.1710332103,0.769199262,0.4228472325,199,69,3,11,0,0.9589090943,0.0410909091,0.0674727268,5,0,6
3.5205803244,194,20,6.7055998842,10,0,10,10.7289600372,12,0,328,13,12269,81,56,35,21,61,0.0560551181,0.1960393701,0.7479094488,0.5512027559,200,47,7,18,0.0349444445,0.8166111112,0.1483888879,0.2924833314,11,0,7
3.793056033,81,18,14.020800027,2,1.7881599665,2,9.387840271,3,0,329,13,2909,63,22,7,9,43,0.0781319444,0.1708263889,0.7510763889,0.3998576389,102,40,2,115,0.005678261,0.8644608669,0.1298608707,0.2617539101,70,3,42
4.2264984227,384,39,11.0056990371,16,13.8023599982,14,15.5346400738,15,13.6347198487,330,10,20605,110,68,28,22,34,0.0450877863,0.2323282443,0.7225916031,0.6673553435,229,31,2,37,0.0146756756,0.9068108088,0.0785135144,0.1521270251,12,2,23
3.5376314418,812,81,10.1458642677,42,9.0206285704,36,11.331492196,36,10.3266239241,331,27,32619,169,165,81,74,110,0.0535008347,0.1820734558,0.7643956594,0.533766611,483,109,7,39,0.0185128206,0.8339999983,0.1475128199,0.2911871802,21,2,16
3.6092235251,519,55,9.9036553777,27,9.3598999754,28,14.429457638,23,11.1163945357,332,44,21662,229,139,106,81,123,0.0537669617,0.1757920354,0.7689660767,0.5545433628,549,121,8,68,0.0099117646,0.8699705859,0.1201176475,0.2415485276,40,1,27
3.5203194738,620,76,10.1980999659,36,9.1419679642,29,8.2530461458,28,7.1526399553,333,13,4257,67,33,15,17,21,0.0564509804,0.1929934641,0.7505359477,0.5669320261,126,27,0,11,0.0670909089,0.8457272757,0.0871818181,0.1092636402,5,2,4
0,25,9,14.45429341,1,16.54047966,1,15.1993598938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0175862066,0.8945517252,0.0878620687,0.1135482778,11,2,16
3.9611369781,283,27,12.2255721092,18,17.1471773556,9,13.6595554352,22,16.0934397876,335,5,106528,205,120,49,31,24,0.0328857809,0.2381305361,0.728988345,0.8129554779,404,25,0,4,0.0755000003,0.8547499925,0.0697500035,0.0335249938,1,2,1
4.1481481481,24,4,18.3286399841,2,0,0,0,0,0,336,13,1728,84,16,3,6,13,0.0385737705,0.2013360656,0.7600983607,0.7125991803,108,13,1,8,0.0254999995,0.7258749977,0.2486249972,0.5029874966,7,1,0
3.9166666667,390,52,10.4428542399,21,11.9359681517,13,15.9444270134,19,11.6869027274,337,4,120,13,0,1,2,4,0.05375,0.17225,0.774,0.515985,15,5,0,15,0.0720000009,0.8747333388,0.0532666673,-0.0251266678,3,3,9
3.6265008026,482,47,9.0962920876,26,12.4764797904,22,11.6230399098,20,12.2764061048,338,30,31150,199,145,48,34,83,0.0459685658,0.1962298625,0.7578094303,0.6191424361,436,71,2,25,0.0640400004,0.7917200041,0.14428,0.1608079934,11,8,6
3.6102126519,324,41,12.0887066027,17,11.7507656728,13,12.0700801859,16,9.1643199126,339,8,11192,66,44,25,18,26,0.0418044693,0.215122905,0.7430502793,0.6877368715,157,19,3,48,0.0407916672,0.8363333326,0.1228958333,0.1713916614,22,6,20
3.7254398827,455,49,13.5006079538,20,16.6894934972,16,12.5171202421,18,13.8209866683,340,33,13640,219,72,31,28,113,0.0539805616,0.1814643629,0.7645550756,0.5104889849,363,95,5,41,0.0102682926,0.8666829278,0.1230487813,0.229060973,20,2,19
4.504950495,0,0,0,0,0,0,0,0,0,341,2,101,9,2,0,1,1,0.0686153846,0.1910769231,0.7402307692,0.5849076923,11,2,0,13,0.0488461543,0.7670769187,0.1840769253,0.3216692355,8,2,3
3.1462484625,57,19,6.6368245437,2,0,2,8.493760109,0,0,342,15,4065,53,21,24,23,44,0.0575151515,0.1811818182,0.7612545455,0.4651187879,122,38,5,6,0.0278333326,0.8013333281,0.1708333343,0.3451666608,4,0,2
4.4304438726,65,23,11.2505065998,2,0,3,0,1,15.1993598938,343,11,6218,65,28,13,10,12,0.0445390625,0.1887734375,0.7667109375,0.6493257813,109,16,3,188,0.0018989362,0.8234680877,0.1746329787,0.3642090392,135,3,50
2.6502713704,62,22,10.9971838673,2,10.7289600372,3,14.7523202896,1,0,344,9,1474,30,10,3,9,32,0.0691190476,0.14775,0.7831785714,0.3228083333,55,28,1,4,0.0549999997,0.9449999928,0,-0.119175002,0,1,3
3.5624655092,67,22,10.9276443587,2,0,4,10.7289600372,1,9.8348798752,345,13,23557,109,75,32,31,42,0.0426435986,0.2123148789,0.7450034602,0.6321975779,248,38,3,34,0.0421470592,0.8592941191,0.0985588239,0.1318352924,11,5,18
3.2365709274,70,25,11.5336318334,2,10.7289600372,3,14.0817599297,2,12.5171203613,346,13,4561,67,28,17,16,50,0.0539662921,0.1784213483,0.7676404494,0.4804679775,137,37,4,23,0.0351304347,0.8437826089,0.1210869564,0.2211913032,11,2,10
4.34719405,316,43,12.6244094861,17,11.3995199204,23,14.3052799225,23,8.6924443709,347,14,4437,108,33,12,7,14,0.0293735632,0.2194137931,0.7511609195,0.7414701149,159,14,1,25,0.0300400001,0.8580800033,0.1118400013,0.2002519986,15,2,8
3.2047462877,536,45,12.545060195,33,9.1643200318,34,9.8597155611,30,5.185663873,348,30,10977,114,71,48,36,90,0.0616880223,0.1781309192,0.7601587744,0.431791922,266,89,4,35,0.0062857143,0.8906571439,0.1030571435,0.212482853,13,1,21
3.9579102084,917,61,9.5182266136,56,8.4593723829,49,7.0737504486,52,7.7419200485,349,30,44904,261,99,57,27,114,0.0475107527,0.2142240143,0.7382383513,0.5835284946,460,94,4,2,0.1099999994,0.8899999857,0,-0.238350004,0,1,1
4.2828766586,915,72,10.2430469886,47,10.3082163983,53,9.3630045156,52,8.6725759268,350,25,38211,312,88,44,30,59,0.0423302064,0.2257861163,0.7318874296,0.7080825516,476,52,5,32,0.0063125002,0.8749687541,0.1187187508,0.2218281208,17,0,15
3.3051000988,1141,95,8.3569109525,59,8.9557012647,56,9.3742933644,53,9.6024191701,351,25,54646,222,164,75,48,148,0.0514535769,0.180435312,0.7680928463,0.5304295282,523,128,6,13,0,0.9150769206,0.0849230771,0.2058692299,5,0,8
3.962812147,779,72,8.4316711095,38,8.7853078402,44,14.0403674223,41,6.4617599371,352,25,59307,310,149,69,50,119,0.0454878049,0.1945681492,0.7599670014,0.5888496413,572,118,7,96,0.0022916667,0.8930833321,0.1046249996,0.2203385399,48,1,47
3.7128115265,936,98,7.4423881565,58,8.4378798567,47,7.9857599654,45,9.3050547529,353,8,2568,44,21,12,12,10,0.0440707071,0.1888686869,0.7670505051,0.6687383838,87,12,0,28,0.0293571427,0.8233571393,0.1473571411,0.2395035683,14,2,12
0,181,15,15.1993600846,12,11.7720534404,7,12.3383040428,8,14.4840963364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.83126315,0.1687368421,0.3271894737,11,0,8
3.7367223868,566,55,11.6390057483,34,13.4950199723,31,10.8466021858,31,12.8648176988,355,23,18904,158,110,42,37,59,0.051229064,0.2087339901,0.7400418719,0.6081689655,337,60,9,18,0.0087777782,0.8713888956,0.1198333336,0.2151833321,10,1,7
3.9168516,426,40,10.9621979698,23,11.809306552,18,7.1526399702,23,8.0811076118,356,39,13969,292,91,41,42,90,0.0491258993,0.1846205036,0.7662410072,0.5838913669,456,92,8,8,0.0841249991,0.8530000001,0.0628749989,-0.0795375034,2,4,2
4,239,23,11.6549714974,13,13.9327464104,14,13.1429760575,12,14.0498281888,357,1,651,13,3,0,2,3,0.0404285714,0.2497142857,0.7098571429,0.771147619,19,2,0,9,0.0152222216,0.774555554,0.2101111147,0.4286555515,6,0,3
3.9364468713,878,58,11.2572800368,53,11.502683016,48,10.7289599219,53,11.1565633805,358,32,36261,281,157,48,53,97,0.0462437107,0.2040786164,0.7496902516,0.6382555031,543,86,7,21,0.03004762,0.871095243,0.0988571447,0.1353619049,10,2,9
3.7586820548,1186,80,11.0355017356,66,8.2307953203,58,9.2626687431,63,7.0781333109,359,79,85694,540,340,156,127,232,0.0483247312,0.1997620072,0.7518982079,0.6048900358,1162,208,25,73,0.0109041098,0.8605068489,0.1285890415,0.2529424641,43,2,28
3.2634423363,753,52,8.3734030586,41,9.3207839787,42,9.1987076654,53,9.1494186888,360,34,69203,360,210,99,95,208,0.0508323045,0.1899331276,0.7592016461,0.5598096708,787,171,14,72,0,0.8332083337,0.1667916672,0.3560152737,54,0,18
3.5,0,0,0,0,0,0,0,0,0,361,1,529,3,8,6,3,3,0.0723913043,0.1690869565,0.7586086957,0.3133173913,15,8,0,2,0,0.8540000021,0.1459999979,0.3400000036,1,0,1
4.5555555556,25,11,9.0525600314,0,0,0,0,0,0,362,3,324,20,1,1,0,5,0.0860740741,0.2118148148,0.702,0.5979703704,22,5,0,1,0,0.7080000043,0.2919999957,0.850300014,1,0,0
2.7295268426,115,14,7.2023110655,3,3.1292800903,9,8.9407998721,7,8.4937601089,363,4,2198,16,15,8,13,21,0.0444794521,0.1731917808,0.7823287671,0.5910027397,63,10,0,2,0,0.8470000029,0.1529999971,0.3242999911,1,0,1
3,202,21,7.711440146,12,5.5432958424,12,6.6559288303,10,10.170159936,364,1,6,1,0,0,0,1,0.042,0.1565,0.8015,0.6934,2,0,0,4,0,0.8192500025,0.1807500012,0.4815250039,3,0,1
3.8174191507,215,23,6.5938400428,14,6.4820799033,14,4.725851523,11,2.6822400331,365,9,104299,211,166,77,51,57,0.041405694,0.2159679715,0.7426227758,0.675858363,495,64,3,40,0.0294249998,0.825524997,0.1450500002,0.2278699998,22,2,16
3.6951871658,208,18,7.2643999706,12,5.8115200202,15,5.6837942813,10,6.884416008,366,4,187,15,1,0,1,8,0.03692,0.16488,0.7982,0.474188,18,7,0,2,0,0.8180000186,0.1820000038,0.529099986,2,0,0
4.0606980273,435,38,9.2049599574,32,6.2585600853,28,9.1962514264,25,5.683794226,367,3,1977,38,3,1,2,10,0.0497962963,0.1489074074,0.8012407407,0.4018111111,39,14,1,1,0,1,0,0,0,0,1
3.8421084483,528,45,8.4378800392,30,2.8312532504,29,8.1361280799,40,6.9042844772,368,10,8262,70,46,28,13,31,0.0523297872,0.201643617,0.7460212766,0.5991595745,160,26,2,38,0.0163684213,0.9043421055,0.0792631578,0.121518419,10,3,25
2.5,670,59,9.6007161595,35,5.9605332216,34,7.3016531492,36,8.8032491207,369,1,9,0,0,1,2,0,0.0416666667,0.1003333333,0.858,0.3166,2,1,0,20,0.0216499999,0.8493500054,0.1290000014,0.2257599983,10,3,7
4.5,862,72,8.2255359602,55,7.8125561703,42,8.459372376,39,7.8626446987,370,1,72,6,2,0,1,0,0.0117777778,0.244,0.7442222222,0.6686222222,7,1,1,0,0,0,0,0,0,0,0
3.5798332547,1047,77,9.3096079327,62,6.5613935321,56,6.9159717569,56,8.0158896539,371,21,12714,133,62,29,20,47,0.047,0.199443299,0.7535292096,0.6208893471,244,42,5,7,0.0115714286,0.8779999954,0.1104285738,0.2357999938,3,0,4
4.5211864407,1031,78,8.1638018716,66,8.1212266177,57,10.2819199543,63,6.5416852623,372,3,472,26,0,0,1,3,0.0509333333,0.2011333333,0.7479666667,0.6231133333,25,4,1,1,0,1,0,0,0,0,1
3.2213930348,973,86,6.530290156,65,8.2641988936,54,7.0185280144,48,6.8307711339,373,4,603,25,1,2,1,16,0.0792888889,0.1594222222,0.7612,0.2971488889,29,16,0,17,0,0.9306470612,0.0693529406,0.1537588212,6,0,11
3,30,0,0,1,10.281920433,1,9.387840271,0,0,374,1,9,0,2,0,0,1,0.0626666667,0.1446666667,0.792,0.2908333333,2,1,0,9,0.0185555551,0.8080000016,0.1734444449,0.3266111149,6,1,2
4.2084364454,310,29,11.9583200216,18,15.0774398284,19,11.5911085946,20,12.8683657306,375,10,4445,114,13,4,5,27,0.0517055215,0.1856687117,0.7626134969,0.6852503067,141,22,0,24,0,0.8900416593,0.1099583333,0.235249999,17,0,7
1.5,150,12,9.4772479057,8,12.9641602039,6,9.5368529161,5,4.9174399376,376,1,9,0,0,0,1,2,0.08,0.0683333333,0.8513333333,-0.0049,1,2,0,6,0,0.9706666668,0.0293333332,0.0764666647,1,0,5
4.1997875856,0,0,0,0,0,0,0,0,0,377,26,12711,227,54,21,20,30,0.03825,0.2165738636,0.7451903409,0.7158764205,317,33,2,7,0,0.9174285701,0.0825714277,0.2168571417,3,0,4
4.0847554039,667,56,10.2819198564,29,11.4633827359,35,9.8348799034,29,13.1131732,378,30,10548,187,87,29,20,40,0.0427355372,0.2051460055,0.752107438,0.6793085399,322,37,4,4,0,0.9179999977,0.0820000023,0.2079000026,1,0,3
4.2344167667,490,53,11.8944570507,29,11.1759999196,22,11.5112797022,24,11.2318799589,379,14,25813,236,66,23,25,41,0.0398030691,0.2150255754,0.7451432225,0.698773913,343,45,3,18,0.0128888885,0.818333336,0.1687777796,0.3217944416,10,0,8
3.4021937843,654,49,12.2935999682,40,11.5693952656,33,9.5666559696,35,10.4396986541,380,9,2188,45,21,9,8,21,0.0506538462,0.19275,0.7565673077,0.5355605769,85,18,1,4,0,1,0,0,0,0,4
4.1628959276,0,0,0,0,0,0,0,0,0,381,8,5967,92,14,7,5,15,0.0440676692,0.222075188,0.7338646617,0.668856391,117,15,1,3,0.0429999977,0.8886666695,0.0679999987,0.017133334,1,1,1
3,0,0,0,0,0,0,0,0,0,382,1,88,0,2,1,3,2,0.117375,0.07575,0.806875,0.006725,4,3,1,4,0.0460000001,0.873999998,0.0799999982,0.0360250026,1,1,2
